name,age,gender,year,course,sleeping_time,wake_time,study_hours_per_day,diet,cleanliness,noise_tolerance,guest_freq,introvert_extrovert,study_time,friends_in_room
Deepak Heblikar,19,Male,2nd year,Electrical Engineering,2:00 AM,9:30 AM,5,nonveg,4,4,sometimes,5,night,Yes
Indora Nandakumar,19,Male,2nd year,Biology,2:00 AM,9:30 AM,6,eggetarian,4,2,sometimes,1,night,Yes
Saanchi Kori,20,Male,3rd year,Mechanical Engineering,12:30 AM,8:00 AM,2,veg,4,4,never,3,night,No
Gunta Patra,20,Male,3rd year,English Literature,12:30 AM,8:00 AM,4,no_pref,3,3,sometimes,3,afternoon,Yes
Mayukh Singam,18,Non-binary,2nd year,Mathematics,12:00 AM,8:00 AM,2,nonveg,3,4,sometimes,4,night,Yes
Laxmi Shahi,21,Male,4th year,Psychology,12:30 AM,7:30 AM,2,veg,4,4,often,5,night,Yes
Geeta Gautam,18,Female,1st year,Psychology,12:30 AM,7:00 AM,4,veg,3,3,sometimes,4,night,No
Jahanvi Umar,19,Male,2nd year,Business Administration,10:30 PM,5:00 AM,5,nonveg,3,2,never,1,morning,No
Shivani Suman,17,Male,1st year,Computer Science,1:30 AM,9:00 AM,5,eggetarian,3,1,never,2,night,No
Siddhi Bhriguvanshi,18,Female,1st year,Psychology,10:00 PM,5:00 AM,7,nonveg,2,2,never,2,morning,No
Kanika Chaturvedi,22,Male,4th year,Computer Science,11:30 PM,6:30 AM,3,veg,2,3,often,3,afternoon,Yes
Divyanshi Vaishnavi,19,Male,2nd year,Mathematics,2:30 AM,11:00 AM,5,nonveg,2,2,never,1,night,No
Sania Zope,21,Male,4th year,Computer Science,11:00 PM,6:30 AM,3,veg,4,4,sometimes,3,morning,No
Wasil Kulal,20,Female,3rd year,English Literature,11:00 PM,6:00 AM,7,veg,4,2,never,2,morning,No
Neha Pandey,18,Female,2nd year,Business Administration,11:00 PM,6:30 AM,4,veg,2,2,never,3,afternoon,No
Jenamani Atri,21,Male,4th year,Electrical Engineering,11:00 PM,7:00 AM,7,nonveg,3,1,sometimes,1,morning,No
Suraj Jhindal,18,Female,1st year,Psychology,11:00 PM,6:30 AM,5,nonveg,5,2,never,3,afternoon,No
Ajith Bhukya,18,Male,1st year,Mathematics,11:00 PM,7:30 AM,3,nonveg,3,3,sometimes,3,afternoon,Yes
Jahanvi Jagtap,20,Female,2nd year,Electrical Engineering,10:30 PM,7:00 AM,7,nonveg,3,3,never,2,morning,No
Shalu Kaur,19,Female,2nd year,Mechanical Engineering,1:30 AM,9:30 AM,1,nonveg,3,3,sometimes,4,night,No
Gitanshu Unnikrishnan,21,Female,4th year,Chemistry,10:30 PM,6:00 AM,5,no_pref,3,2,never,2,morning,No
Jahnavi Tyagi,20,Female,3rd year,Biology,10:30 PM,6:30 AM,7,nonveg,3,3,never,2,morning,No
Eshma Jeykumaran,21,Male,4th year,Business Administration,2:00 AM,10:30 AM,4,eggetarian,3,1,never,2,night,No
Yashaswi Gadge,23,Female,4th year,Psychology,2:30 AM,10:30 AM,5,nonveg,3,2,sometimes,3,night,No
Indora Sehgal,19,Male,2nd year,Mathematics,11:00 PM,6:30 AM,6,nonveg,2,3,sometimes,3,morning,Yes
Anavi Bhal,17,Female,1st year,Mechanical Engineering,1:00 AM,7:30 AM,5,veg,3,2,never,3,night,No
Aswathy Bhattacharjee,18,Male,1st year,Business Administration,2:00 AM,10:30 AM,5,nonveg,2,2,never,2,night,No
Uttam Awasthi,19,Female,2nd year,Computer Science,11:00 PM,5:30 AM,7,no_pref,2,3,never,2,morning,No
Anitha Shukla,18,Female,1st year,Mathematics,11:30 PM,7:00 AM,2,no_pref,3,4,sometimes,4,afternoon,Yes
Shiv Maurya,20,Male,3rd year,Computer Science,11:00 PM,5:30 AM,3,nonveg,4,3,sometimes,4,afternoon,No
Snehlata Sharma,21,Female,4th year,Computer Science,10:00 PM,6:00 AM,3,nonveg,3,5,sometimes,3,morning,Yes
Poonam Dhaulakhandi,19,Male,2nd year,Psychology,9:30 PM,5:00 AM,6,veg,1,2,sometimes,2,morning,Yes
Vamsi Malik,20,Male,3rd year,Business Administration,2:30 AM,10:00 AM,7,nonveg,3,3,never,2,night,No
Sania Koppula,20,Male,3rd year,Mechanical Engineering,10:00 PM,6:30 AM,3,no_pref,3,3,never,3,morning,No
Jahanvi Shenoy,20,Male,3rd year,Business Administration,1:00 AM,9:00 AM,5,nonveg,3,2,never,1,night,No
Vikas Parul,20,Female,3rd year,Mechanical Engineering,2:30 AM,9:00 AM,3,nonveg,4,4,often,4,night,Yes
Naini Veerepalli,21,Female,4th year,Biology,10:30 PM,6:00 AM,4,nonveg,2,3,never,2,morning,No
Vigneshwaran Shah,20,Female,3rd year,Biology,10:00 PM,5:00 AM,5,veg,5,2,never,2,morning,No
Prasun Chhipa,20,Male,3rd year,Chemistry,11:30 PM,7:30 AM,3,nonveg,3,4,often,4,afternoon,Yes
Shailesh Shrivastav,21,Female,4th year,Biology,11:00 PM,7:30 AM,3,veg,4,4,sometimes,4,afternoon,Yes
Ana Das,21,Female,4th year,Psychology,10:30 PM,6:00 AM,2,nonveg,3,4,often,3,morning,Yes
Vigneshwaran Nigan,19,Female,2nd year,Chemistry,2:00 AM,9:30 AM,6,nonveg,4,1,sometimes,2,night,No
Devendra Ahamad,19,Male,2nd year,Mathematics,11:00 PM,6:30 AM,8,veg,3,1,never,2,morning,No
Anchal Bhorkhade,17,Female,1st year,Psychology,12:30 AM,9:00 AM,4,nonveg,4,4,sometimes,3,afternoon,Yes
Rama Kaushik,19,Male,3rd year,Mechanical Engineering,11:30 PM,7:00 AM,6,nonveg,4,4,sometimes,3,afternoon,Yes
Susheel Samaddar,20,Female,3rd year,Chemistry,11:00 PM,5:30 AM,4,nonveg,4,3,sometimes,2,morning,Yes
Jodha Wagh,19,Male,2nd year,Biology,11:30 PM,7:00 AM,2,nonveg,3,4,sometimes,5,afternoon,Yes
Nainika Tandon,18,Female,1st year,Psychology,10:30 PM,6:30 AM,4,nonveg,3,1,never,2,morning,No
Sulochana Unnikrishnan,20,Male,3rd year,Electrical Engineering,10:00 PM,6:00 AM,5,nonveg,3,2,sometimes,3,morning,Yes
Aakriti Manchanda,21,Female,4th year,Mathematics,1:00 AM,8:30 AM,3,nonveg,3,1,never,1,night,No
Imaduddeen Shivastava,21,Female,4th year,Chemistry,10:30 PM,6:30 AM,8,veg,3,2,sometimes,1,morning,Yes
Ahmad Behuria,19,Female,2nd year,Mathematics,11:00 PM,6:30 AM,2,nonveg,4,3,often,3,afternoon,Yes
Punya Rishiraj,20,Female,3rd year,Chemistry,10:30 PM,6:30 AM,5,veg,3,1,sometimes,1,morning,No
Shyam Chouhan,19,Female,2nd year,Biology,2:30 AM,10:30 AM,3,eggetarian,4,4,often,4,night,Yes
Naveen Tiwari,21,Female,4th year,Psychology,10:30 PM,6:00 AM,4,eggetarian,4,3,sometimes,2,morning,No
Seema Selvaraj,21,Female,3rd year,Mathematics,11:30 PM,8:00 AM,2,veg,3,4,sometimes,4,afternoon,No
Prassanna Pradhan,21,Male,4th year,Computer Science,11:00 PM,6:30 AM,4,veg,1,2,sometimes,3,morning,No
Kavish Bais,17,Non-binary,1st year,Electrical Engineering,1:30 AM,9:00 AM,7,nonveg,2,2,never,2,night,No
Rajveer Gomashe,19,Male,2nd year,Biology,1:30 AM,8:30 AM,4,veg,3,4,sometimes,4,night,No
Yogesh Tulshidas,21,Female,4th year,English Literature,10:30 PM,6:30 AM,5,nonveg,3,2,never,2,morning,No
Anchal Wanve,19,Female,1st year,Electrical Engineering,1:00 AM,9:00 AM,2,eggetarian,3,4,sometimes,4,night,No
Shambhavi Ahuja,17,Female,1st year,Mathematics,1:30 AM,9:00 AM,5,nonveg,1,2,never,1,night,No
Zahed Dutt,19,Female,2nd year,Biology,10:30 PM,6:30 AM,6,veg,4,2,never,2,morning,No
Govindam Gutti,20,Male,2nd year,Computer Science,10:30 PM,5:00 AM,6,eggetarian,3,1,sometimes,1,morning,Yes
Akshat Prabhu,19,Female,1st year,Psychology,3:30 AM,11:00 AM,5,veg,3,3,sometimes,3,night,Yes
Ramakrishna Oswal,22,Male,4th year,Electrical Engineering,11:00 PM,6:00 AM,9,veg,3,3,never,2,afternoon,No
Akshit Kotturu,19,Male,2nd year,Computer Science,11:00 PM,7:00 AM,5,eggetarian,4,3,never,3,morning,No
Rekha Ahuja,18,Female,1st year,Business Administration,11:30 PM,6:30 AM,6,nonveg,3,3,sometimes,2,morning,No
Mallika Shokeen,20,Male,3rd year,Mechanical Engineering,1:00 AM,8:00 AM,8,nonveg,3,4,sometimes,2,night,Yes
Kaushiki Gudepu,19,Female,3rd year,Business Administration,12:00 AM,7:30 AM,3,nonveg,4,4,often,4,night,Yes
Rahul Singhania,20,Female,3rd year,Business Administration,10:30 PM,5:30 AM,6,nonveg,5,2,never,2,morning,No
Naman Pradhan,18,Male,1st year,Computer Science,10:30 PM,5:30 AM,5,nonveg,3,3,never,1,afternoon,No
Zeal Jivani,18,Female,1st year,Psychology,1:30 AM,9:30 AM,2,nonveg,4,4,often,5,night,Yes
Nisha Pravesh,19,Female,2nd year,Electrical Engineering,2:30 AM,9:30 AM,5,eggetarian,3,1,never,1,night,No
Shreyash Jha,20,Male,4th year,Psychology,2:00 AM,9:30 AM,2,veg,3,3,sometimes,4,night,Yes
Divyanshika Kumari,20,Male,3rd year,Mechanical Engineering,10:30 PM,5:30 AM,5,eggetarian,2,2,sometimes,3,morning,Yes
Krishan Gaikwad,20,Female,3rd year,Business Administration,11:30 PM,7:00 AM,4,veg,5,2,never,2,morning,No
Rajat Varghese,18,Female,1st year,Psychology,10:30 PM,7:00 AM,6,veg,3,3,sometimes,1,morning,No
Munir Malviya,20,Female,3rd year,Psychology,10:00 PM,5:00 AM,4,nonveg,3,1,sometimes,2,morning,No
Mayank Jadhav,18,Male,1st year,Computer Science,10:30 PM,6:30 AM,5,nonveg,4,1,never,2,morning,Yes
Atif Dikshit,21,Male,4th year,Electrical Engineering,11:00 PM,5:30 AM,7,vegan,3,3,never,1,morning,Yes
Pankhuri Aleem,19,Female,2nd year,English Literature,10:00 PM,4:00 AM,6,veg,4,1,never,2,morning,No
Bhumika Hosur,23,Female,4th year,Psychology,11:30 PM,6:30 AM,4,veg,3,1,never,2,afternoon,No
Ashish Kwatra,18,Female,2nd year,Mathematics,12:00 AM,7:00 AM,3,nonveg,4,5,sometimes,5,afternoon,Yes
Akansha Sivan,18,Male,1st year,Electrical Engineering,11:00 PM,5:30 AM,1,veg,4,2,often,5,afternoon,Yes
Shakti Jivani,21,Male,4th year,Mechanical Engineering,10:30 PM,6:00 AM,5,nonveg,5,3,sometimes,3,morning,No
Yashwanth Kanchhal,19,Male,2nd year,Electrical Engineering,12:30 AM,8:30 AM,4,eggetarian,3,2,never,3,afternoon,No
Rakshita Mahajan,21,Male,4th year,Chemistry,11:30 PM,7:00 AM,4,veg,4,3,never,3,afternoon,No
Arman Rizwan,21,Male,3rd year,Computer Science,12:30 AM,7:00 AM,6,eggetarian,3,3,sometimes,2,night,Yes
Munir Ghosh,20,Female,3rd year,Business Administration,12:00 AM,7:30 AM,4,nonveg,4,4,often,3,afternoon,No
Souvik Heblikar,21,Male,3rd year,Mechanical Engineering,2:00 AM,10:00 AM,3,veg,2,4,sometimes,4,night,Yes
Bramoni Chandran,19,Female,2nd year,English Literature,1:30 AM,10:30 AM,5,nonveg,3,2,sometimes,1,night,Yes
Garvit Sarraf,20,Female,3rd year,English Literature,10:30 PM,6:30 AM,7,nonveg,2,3,sometimes,1,morning,No
Ishan Dhiman,18,Female,1st year,Business Administration,12:00 AM,8:00 AM,4,nonveg,5,3,sometimes,3,afternoon,No
Harshini Rizvi,18,Male,1st year,Computer Science,10:30 PM,6:00 AM,5,nonveg,3,1,sometimes,3,morning,Yes
Naziya Manchikanti,21,Female,4th year,Chemistry,12:00 AM,8:30 AM,5,veg,2,3,sometimes,3,night,No
Prathmesh Sain,18,Female,1st year,Psychology,2:00 AM,10:00 AM,2,nonveg,3,5,often,5,night,No
Anubhuti Kasera,21,Male,4th year,Mathematics,12:30 AM,9:30 AM,3,no_pref,3,5,sometimes,4,afternoon,Yes
Pragati Mani,20,Female,3rd year,Business Administration,9:30 PM,6:30 AM,7,veg,3,2,never,1,morning,No
Chetna Huque,18,Male,2nd year,Electrical Engineering,10:30 PM,5:00 AM,5,veg,4,3,sometimes,4,morning,Yes
Brahmaputra Dev,18,Female,1st year,English Literature,3:00 AM,11:00 AM,5,veg,3,3,sometimes,3,night,No
Sravya Devi,20,Male,3rd year,Mechanical Engineering,11:30 PM,7:30 AM,4,veg,3,5,often,4,afternoon,No
Upamanyu Goswami,19,Non-binary,2nd year,Mechanical Engineering,12:00 AM,7:30 AM,2,nonveg,2,4,often,4,afternoon,Yes
Ramkrishna Samdharshni,20,Male,3rd year,Computer Science,1:30 AM,8:30 AM,6,nonveg,2,2,never,1,night,No
Palak Azhar,19,Male,3rd year,Electrical Engineering,11:30 PM,6:00 AM,3,veg,3,3,sometimes,3,afternoon,Yes
Divyam Rajak,19,Female,2nd year,Mechanical Engineering,1:00 AM,9:30 AM,4,nonveg,2,3,sometimes,1,afternoon,No
Suchita Ansari,21,Male,4th year,Psychology,11:00 PM,6:30 AM,4,nonveg,4,4,sometimes,1,afternoon,Yes
Neha Choubey,18,Male,1st year,Mathematics,1:00 AM,7:30 AM,2,veg,3,4,sometimes,4,night,Yes
Monish Verma,20,Male,3rd year,Computer Science,10:30 PM,7:00 AM,5,veg,4,3,never,1,morning,No
Sukrit Bhriguvanshi,21,Female,4th year,Chemistry,10:30 PM,6:30 AM,6,nonveg,3,1,never,2,morning,No
Akshat Mehta,20,Male,3rd year,Chemistry,1:00 AM,9:00 AM,3,nonveg,4,4,often,5,night,Yes
Aaditya Nag,21,Female,4th year,Biology,1:00 AM,7:30 AM,4,nonveg,4,4,often,4,night,Yes
Archita Rizwan,18,Female,1st year,Electrical Engineering,12:30 AM,7:00 AM,3,nonveg,3,3,never,2,night,No
Neha Sugathan,20,Male,3rd year,Computer Science,11:30 PM,6:00 AM,2,nonveg,3,3,sometimes,4,afternoon,Yes
Anshu Akolkar,21,Female,4th year,Computer Science,1:00 AM,7:30 AM,4,nonveg,2,2,never,1,night,No
Suresh Praveenchand,21,Male,4th year,Electrical Engineering,11:00 PM,7:30 AM,3,veg,4,4,often,4,morning,Yes
Madhusudan Nalla,18,Male,1st year,Computer Science,10:00 PM,6:30 AM,4,nonveg,3,3,sometimes,3,morning,Yes
Manvendra Singam,22,Female,4th year,Mechanical Engineering,2:30 AM,10:00 AM,5,nonveg,4,2,never,1,night,No
Aniket Kulsum,20,Male,3rd year,Chemistry,10:00 PM,4:30 AM,1,nonveg,3,4,sometimes,4,morning,Yes
Aarvi Jay,20,Male,3rd year,Computer Science,11:30 PM,8:00 AM,5,nonveg,3,1,never,1,afternoon,No
Rishab Sasidharan,19,Female,2nd year,English Literature,2:00 AM,10:30 AM,7,veg,3,3,never,1,night,No
Sanskriti Meharda,19,Non-binary,1st year,English Literature,12:00 AM,8:00 AM,4,nonveg,4,3,sometimes,3,afternoon,Yes
Anshit Kori,18,Male,1st year,Electrical Engineering,1:00 AM,8:00 AM,6,nonveg,4,1,sometimes,5,night,No
Anjana Bhattacharjee,18,Male,1st year,Mechanical Engineering,1:00 AM,9:00 AM,2,nonveg,2,2,sometimes,3,night,No
Himanshi Jaitley,20,Male,3rd year,Electrical Engineering,10:00 PM,7:30 AM,7,veg,3,3,never,2,morning,No
Rupeshwary Narayan,20,Non-binary,3rd year,English Literature,2:00 AM,9:30 AM,2,no_pref,4,4,often,5,night,Yes
Namrata Maurya,20,Female,2nd year,Business Administration,11:30 PM,7:00 AM,2,nonveg,5,4,often,4,afternoon,Yes
Yashveer Sanwal,21,Male,3rd year,Mathematics,12:00 AM,7:30 AM,3,veg,2,4,sometimes,4,night,No
Vashif Malekar,18,Male,1st year,Electrical Engineering,2:00 AM,9:00 AM,4,veg,5,4,often,3,night,Yes
Anikrishna Behuria,20,Female,3rd year,Chemistry,10:30 PM,7:30 AM,1,veg,3,4,often,4,afternoon,Yes
Bilal Asija,19,Male,3rd year,Biology,2:00 AM,9:30 AM,5,eggetarian,2,2,sometimes,1,night,No
Alka Ahmad,18,Female,1st year,English Literature,10:00 PM,4:30 AM,3,nonveg,3,3,sometimes,3,morning,Yes
Anunay Adhya,21,Female,4th year,Mathematics,10:30 PM,6:00 AM,5,nonveg,3,2,sometimes,1,morning,No
Unnati Saluja,21,Female,4th year,Mechanical Engineering,10:30 PM,5:30 AM,4,veg,4,3,sometimes,3,morning,Yes
Furqan Sundar,19,Female,2nd year,Chemistry,10:00 PM,5:30 AM,5,veg,4,2,sometimes,3,morning,No
Monti Karkhele,19,Male,2nd year,Computer Science,12:00 AM,8:30 AM,4,veg,2,3,often,3,afternoon,Yes
Jitendra Quraishi,19,Male,2nd year,Chemistry,10:30 PM,5:30 AM,4,nonveg,4,3,sometimes,3,morning,Yes
Rituraj Ansari,22,Female,4th year,English Literature,2:30 AM,11:00 AM,4,nonveg,3,2,sometimes,3,night,Yes
Tanu Sandilya,20,Male,3rd year,Psychology,10:30 PM,7:30 AM,4,eggetarian,2,3,never,4,morning,No
Kanchan Rawat,19,Male,2nd year,Chemistry,11:30 PM,6:30 AM,3,nonveg,3,4,sometimes,4,afternoon,Yes
Akhya Gond,22,Non-binary,4th year,Electrical Engineering,10:30 PM,6:30 AM,6,nonveg,4,3,never,2,morning,No
Ayush Sonkar,21,Female,4th year,Chemistry,10:00 PM,5:00 AM,2,nonveg,5,5,sometimes,4,morning,No
Hemanshu Wathore,19,Male,3rd year,Electrical Engineering,12:00 AM,7:00 AM,5,nonveg,3,2,never,1,afternoon,Yes
Ravisankar Barnwal,18,Female,1st year,Chemistry,12:30 AM,7:00 AM,7,veg,3,1,never,2,night,No
Amit Tripathi,21,Female,4th year,Mathematics,2:00 AM,10:00 AM,4,nonveg,3,3,sometimes,2,night,No
Hanif Panesar,20,Female,3rd year,English Literature,9:30 PM,6:00 AM,8,veg,1,2,never,1,morning,No
Haaris Shahid,21,Female,4th year,Chemistry,10:30 PM,5:30 AM,6,nonveg,3,3,sometimes,3,morning,Yes
Sadiq Vaish,17,Female,1st year,Mechanical Engineering,11:30 PM,7:30 AM,3,no_pref,4,3,sometimes,2,morning,No
Ashal Quraishi,18,Female,1st year,Psychology,12:30 AM,8:00 AM,4,no_pref,2,3,never,2,night,No
Rajendra Chaurasiya,18,Female,2nd year,Psychology,1:00 AM,8:00 AM,4,no_pref,2,4,sometimes,3,night,No
Akarsh Bistagond,19,Male,2nd year,Business Administration,10:30 PM,5:30 AM,5,veg,3,3,sometimes,1,morning,No
Rupanjali Bhaskar,21,Female,4th year,Biology,11:00 PM,5:00 AM,3,nonveg,3,3,sometimes,3,afternoon,No
Abhishek Bhattacharjee,21,Male,4th year,Psychology,12:00 AM,7:30 AM,6,nonveg,3,1,never,2,night,No
Niranjan Asthana,19,Male,2nd year,Mechanical Engineering,2:30 AM,10:30 AM,9,nonveg,1,3,never,1,night,No
Richa Karkhele,18,Male,1st year,Chemistry,12:30 AM,7:00 AM,6,eggetarian,4,3,sometimes,3,night,Yes
Navneet Narayan,18,Non-binary,1st year,Electrical Engineering,2:30 AM,10:00 AM,2,nonveg,3,3,sometimes,3,night,No
Jagadeesh Dwivedi,20,Male,3rd year,Mathematics,10:30 PM,6:30 AM,3,eggetarian,3,2,sometimes,3,morning,Yes
Surya Johari,21,Male,4th year,Electrical Engineering,12:30 AM,8:00 AM,2,veg,3,4,sometimes,5,night,Yes
Mansoon Chavan,20,Female,3rd year,Biology,11:00 PM,5:30 AM,4,no_pref,2,4,sometimes,3,morning,Yes
Alka Sura,20,Female,3rd year,Biology,11:00 PM,7:30 AM,4,nonveg,5,3,never,1,afternoon,No
Mudit Ojha,18,Non-binary,1st year,Chemistry,1:00 AM,8:00 AM,2,veg,3,3,sometimes,4,night,Yes
Abhijeet Asija,18,Male,1st year,Electrical Engineering,10:30 PM,6:00 AM,1,no_pref,3,5,sometimes,4,morning,Yes
Kamran Shiromani,18,Non-binary,1st year,Business Administration,11:30 PM,6:00 AM,4,nonveg,4,1,never,1,morning,No
Tejas Vaishnavi,20,Male,3rd year,English Literature,1:30 AM,8:30 AM,6,nonveg,3,3,sometimes,2,night,Yes
Ashish Sarnobat,21,Female,4th year,Business Administration,2:00 AM,10:00 AM,5,eggetarian,3,3,never,2,night,No
Pradip Mahajan,18,Female,1st year,Psychology,1:00 AM,9:00 AM,3,veg,4,2,often,4,night,Yes
Bibhu Tewary,19,Male,3rd year,Business Administration,12:00 AM,9:00 AM,7,veg,4,1,never,2,night,No
Hartesh Maurya,21,Female,4th year,Biology,10:30 PM,5:30 AM,3,nonveg,3,3,sometimes,2,morning,No
Kamini Pant,19,Male,2nd year,Computer Science,12:00 AM,7:00 AM,5,nonveg,2,2,sometimes,1,night,Yes
Palata Tiwari,22,Female,4th year,Biology,12:30 AM,7:30 AM,3,nonveg,2,4,often,3,afternoon,Yes
Prakhyat Koppula,20,Female,3rd year,Chemistry,2:00 AM,9:00 AM,6,nonveg,2,1,sometimes,2,night,No
Vishal Dwivedi,19,Male,2nd year,Business Administration,11:00 PM,6:30 AM,7,veg,4,2,sometimes,1,afternoon,No
Mahendra Chechani,22,Male,4th year,Mechanical Engineering,10:30 PM,7:30 AM,8,veg,2,1,never,2,morning,No
Sriansh Mahmood,20,Male,3rd year,Electrical Engineering,11:00 PM,4:30 AM,2,veg,3,4,sometimes,4,afternoon,Yes
Ravinderpreet Shenoy,18,Female,1st year,Computer Science,1:00 AM,8:00 AM,3,nonveg,3,5,never,4,night,Yes
Fatahun Nalla,18,Non-binary,2nd year,Electrical Engineering,10:30 PM,7:00 AM,6,no_pref,4,3,sometimes,3,afternoon,No
Hatchinghoi Sehgal,18,Female,1st year,Biology,10:30 PM,6:30 AM,3,eggetarian,2,4,sometimes,3,morning,Yes
Monti Menon,20,Male,3rd year,Mathematics,10:30 PM,6:30 AM,3,veg,4,3,sometimes,3,afternoon,Yes
Shubhankar Mahapatra,18,Female,1st year,Biology,2:30 AM,10:30 AM,1,veg,3,4,sometimes,4,night,Yes
Ayushi Shivastava,18,Female,1st year,Chemistry,11:30 PM,6:30 AM,6,veg,2,3,sometimes,1,afternoon,Yes
Rupeshwary Sareen,19,Female,1st year,Mathematics,10:30 PM,7:00 AM,5,nonveg,2,2,sometimes,2,morning,Yes
Shalini Guduri,19,Male,2nd year,Biology,10:00 PM,5:00 AM,6,veg,2,2,never,1,morning,No
Sejal Chavan,18,Female,1st year,Psychology,2:30 AM,11:00 AM,8,nonveg,4,4,never,1,night,No
Monika Ashraf,20,Male,3rd year,Mechanical Engineering,10:30 PM,7:00 AM,7,nonveg,3,2,sometimes,1,morning,Yes
Abhinav Dutt,20,Male,3rd year,Chemistry,12:00 AM,8:30 AM,4,nonveg,2,2,sometimes,3,afternoon,Yes
Rupal Govil,18,Male,1st year,English Literature,2:00 AM,10:30 AM,6,no_pref,3,2,sometimes,2,night,No
Vagisha Maddeshiya,20,Female,4th year,Business Administration,2:00 AM,10:00 AM,7,veg,3,3,sometimes,3,night,Yes
Shaurya Jauhari,18,Female,1st year,Electrical Engineering,11:30 PM,7:00 AM,4,nonveg,4,3,often,3,afternoon,No
Pranjali Garud,18,Female,1st year,English Literature,2:00 AM,10:00 AM,4,eggetarian,2,3,sometimes,3,night,No
Amol Trivedi,22,Male,4th year,Business Administration,2:30 AM,11:00 AM,3,nonveg,3,2,sometimes,3,night,Yes
Varsha Rausa,20,Male,2nd year,Psychology,12:00 AM,7:30 AM,4,veg,3,2,sometimes,1,night,No
Purnava Mehra,19,Male,2nd year,Business Administration,12:30 AM,6:30 AM,6,nonveg,2,3,sometimes,3,night,No
Radhika Kasera,21,Male,3rd year,Mechanical Engineering,1:00 AM,8:00 AM,3,nonveg,3,4,sometimes,3,night,No
Febin Sen,19,Female,2nd year,Chemistry,12:00 AM,8:00 AM,5,nonveg,4,3,often,4,afternoon,No
Shariq Seth,17,Female,1st year,Biology,10:00 PM,5:00 AM,2,veg,3,3,sometimes,5,morning,Yes
Mudit Pandey,20,Female,3rd year,Chemistry,1:30 AM,9:00 AM,8,veg,3,3,sometimes,2,night,No
Asvin Kushwaha,22,Male,4th year,Psychology,10:00 PM,6:00 AM,7,nonveg,1,2,never,1,morning,No
Ram Hasija,21,Female,4th year,Electrical Engineering,10:00 PM,6:00 AM,8,nonveg,3,1,never,1,morning,No
Apratim Varshney,20,Male,3rd year,Mechanical Engineering,2:00 AM,9:30 AM,2,nonveg,3,4,never,4,night,Yes
Aswin Vaish,18,Female,1st year,Electrical Engineering,10:30 PM,6:30 AM,6,nonveg,4,3,never,1,morning,No
Atishay Kar,21,Male,3rd year,Mechanical Engineering,12:30 AM,8:30 AM,2,veg,3,5,sometimes,4,night,No
Sneha Chandra,20,Female,3rd year,Mechanical Engineering,12:30 AM,7:00 AM,3,nonveg,2,5,sometimes,5,night,Yes
Sadiya Garg,20,Female,2nd year,Psychology,3:00 AM,10:00 AM,6,veg,1,2,never,2,night,No
Shipra Warsi,20,Male,2nd year,Mechanical Engineering,1:30 AM,8:30 AM,1,veg,4,4,sometimes,3,night,Yes
Priyakanta Kanojia,20,Male,4th year,Psychology,3:30 AM,11:00 AM,1,eggetarian,4,5,often,4,night,Yes
Sweta Theratipally,18,Male,1st year,English Literature,1:30 AM,8:30 AM,4,veg,4,5,often,4,afternoon,Yes
Yachna Siraj,21,Non-binary,4th year,Mechanical Engineering,10:30 PM,5:30 AM,1,vegan,1,3,often,5,morning,No
Snehlata Jauhari,20,Male,3rd year,Mathematics,10:30 PM,6:00 AM,5,nonveg,3,3,sometimes,3,afternoon,Yes
Medha Balkoty,20,Female,3rd year,Business Administration,12:00 AM,7:30 AM,7,nonveg,3,3,often,3,morning,No
Mahesh Kairati,21,Male,4th year,Business Administration,10:00 PM,6:30 AM,3,veg,3,5,often,5,afternoon,Yes
Jai Kochar,20,Non-binary,3rd year,Mathematics,10:30 PM,5:30 AM,5,veg,3,2,sometimes,3,morning,Yes
Archit Mandadi,18,Female,1st year,English Literature,10:00 PM,6:30 AM,1,nonveg,3,4,sometimes,5,afternoon,No
Humaira Gautam,21,Male,4th year,Biology,11:00 PM,9:00 AM,2,nonveg,4,3,sometimes,4,afternoon,Yes
Soubhagya Lalchandani,21,Male,4th year,Electrical Engineering,10:30 PM,4:30 AM,6,nonveg,3,2,often,4,morning,No
Dhananjay Mahalka,20,Female,3rd year,Mathematics,9:30 PM,5:30 AM,2,veg,4,3,never,3,morning,No
Avinash Rajak,19,Male,2nd year,Chemistry,11:30 PM,8:00 AM,4,eggetarian,3,2,sometimes,2,afternoon,No
Sawan Jose,21,Male,3rd year,Business Administration,10:30 PM,4:30 AM,3,eggetarian,3,2,never,1,morning,No
Vamsi Sarawagi,18,Female,1st year,Biology,2:00 AM,9:30 AM,4,nonveg,3,4,sometimes,4,night,Yes
Shubhendu Narala,19,Female,2nd year,Mathematics,1:30 AM,9:30 AM,7,nonveg,4,2,never,1,night,No
Jaypreet Malhotra,21,Female,4th year,English Literature,11:30 PM,6:00 AM,2,nonveg,4,3,sometimes,3,afternoon,No
Sajmi Jodha,20,Male,3rd year,Biology,10:30 PM,6:00 AM,3,veg,3,1,never,2,afternoon,No
Shrishti Bhat,21,Male,4th year,Mechanical Engineering,10:30 PM,6:30 AM,2,veg,4,3,often,3,morning,Yes
Parth Khan,18,Male,1st year,Computer Science,10:30 PM,6:30 AM,2,nonveg,4,5,often,5,morning,Yes
Pallavi Aenugu,21,Male,4th year,Electrical Engineering,12:30 AM,8:30 AM,5,nonveg,4,1,never,2,night,No
