name,study_hours_per_day,cleanliness,noise_tolerance,introvert_extrovert,year,guest_freq,gender_Female,gender_Male,gender_Non-binary,diet_eggetarian,diet_no_pref,diet_nonveg,diet_veg,diet_vegan,study_time_afternoon,study_time_morning,study_time_night,sleep_sin,sleep_cos
Sakshi Ruqaiya,0.0,1.5,1.125,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Smitesh Unnikrishnan,0.4444,2.0,0.75,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Hatchinghoi Waybhase,0.4444,1.0,0.75,0.5,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Shubhkarman Gond,0.4444,0.5,1.125,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Rohit Arora,0.5556,0.5,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Sanjeev Pradhan,0.2222,1.5,1.125,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Ibrahim Kansal,0.4444,0.5,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Vignesh Kidwai,0.3333,1.0,0.75,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Surendra Kishor,0.4444,1.0,0.375,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Shatakshi Bansal,0.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Sifat Bisht,0.6667,2.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Nitya Shukla,0.4444,1.0,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Kritagya Omkar,0.7778,0.0,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Hritika Jaiswal,0.0,1.0,0.75,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Chandran Bhatnagar,0.2222,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Prastuti Sura,0.4444,2.0,0.375,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Shyamali Baddur,0.2222,1.5,1.5,1.0,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Asvin Gehlot,0.5556,1.0,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Sunny Thakur,0.4444,1.0,0.0,0.0,0.6667,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Archita Chouhan,0.7778,1.0,0.75,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Kiran Sarma,0.3333,1.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Soubhagya Porwal,0.1111,1.5,1.125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Nitya Sarath,0.0,1.5,1.5,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Anubhuti Rajput,0.1111,1.5,1.125,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Husain Veerepalli,0.2222,1.5,1.5,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Pranay Varshney,0.4444,2.0,0.0,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Snehal Goel,0.3333,0.0,0.75,1.0,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Anand Zaidi,0.5556,1.5,0.375,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Rishit Mehrotra,0.3333,0.5,1.5,1.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Kaushiki Panghal,0.3333,1.0,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Kaushambi Inavolu,0.3333,1.5,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Hemlata Rizwan,0.3333,0.0,0.75,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Bhoopendra Indora,0.2222,1.5,1.125,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Stuti Shokeen,0.5556,0.5,1.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Virat Madaan,0.5556,1.0,1.125,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Prabhjot Suresh,0.4444,1.5,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Palata Bhorkhade,0.4444,1.0,0.75,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Fariya Sinha,0.4444,1.5,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ali Shokeen,0.2222,1.0,0.375,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.428,1.0958
Shaurya Shaji,0.1111,1.0,0.75,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Kushal Dhindhwal,0.6667,1.5,0.375,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.2728,1.2728
Sifat Chahal,0.4444,1.5,0.75,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Meet Johari,0.5556,0.5,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Anunay Chaubey,0.4444,1.0,1.125,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Nahid Taneja,0.2222,1.0,1.125,1.0,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Elamathi Guduri,0.4444,1.0,0.75,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Monika Chechani,0.4444,1.5,1.125,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,-0.2349,1.7846
Sanjay Waybhase,0.2222,1.0,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Fatahun Awasthi,0.3333,1.5,0.375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Dhairya Gaikwad,0.5556,1.0,1.125,0.5,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Vishwanath Afsar,0.1111,1.0,0.75,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,1.8
Saksham Akolkar,0.7778,0.5,0.375,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Shyam Saxena,0.3333,1.0,0.75,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Tamanna Mehendale,0.6667,1.0,1.125,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Mohsin Quadiri,0.2222,0.5,0.75,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Aakanksha Chandran,0.3333,1.0,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Vinay Islam,0.5556,1.5,0.375,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Tripti Dev,0.5556,2.0,1.125,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Priyesh Agrawal,0.7778,1.5,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Zeal Preetham,0.2222,0.5,1.5,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Tamanna Dahlan,0.2222,1.0,0.75,0.75,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Shamseer Azhar,0.2222,0.5,0.75,0.75,1.0,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Khanak Keshri,0.0,1.0,1.125,1.0,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Akhilesh Rawat,0.2222,1.5,1.5,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Subash Gurnani,0.2222,1.5,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Sanjeev Kanchapu,0.2222,1.5,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Satendra Sivan,0.6667,0.5,0.375,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Tuhin Akhtar,0.2222,1.0,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Poonam Thakur,0.4444,0.5,0.0,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Vertika Dev,0.2222,2.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Anchal Nanwani,0.1111,1.5,1.125,0.75,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Gitika Saluja,0.2222,1.0,0.375,0.5,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Sukumaran Chitranshi,0.2222,1.0,0.75,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Shweta Asthana,0.0,1.5,1.125,1.0,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Snoopi Kannaujia,0.2222,0.5,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Shyamali Saxena,0.4444,1.0,0.75,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,1.0958,1.428
Neelu Singh,1.0,1.0,0.375,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Shazia Gujrati,0.3333,0.5,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Saurabh Jagaragallu,0.4444,0.5,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Sumit Barai,0.3333,1.0,0.75,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,-0.4659,1.7387
Ishika Nigam,0.3333,1.0,0.375,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Aakanksha Malviya,0.4444,1.5,1.125,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Saravanan Swain,0.2222,1.5,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Rishit Wanve,0.2222,1.5,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Som Dhaulakhandi,0.3333,0.5,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Machhan Tibrewal,0.3333,1.5,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,1.8
Wasfia Wasif,0.3333,2.0,0.75,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Ashit Shahi,0.4444,1.0,1.125,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ranjan Shivagauri,0.1111,1.5,0.375,1.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Divyansh Quadiri,0.5556,1.0,0.0,0.25,0.6667,0.5,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Eshma Seth,0.1111,2.0,1.125,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Adhyantika Ahmad,0.1111,1.0,0.75,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Abhijit Chhateja,0.2222,1.5,0.75,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Kalapu Veerepalli,0.3333,1.5,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.6888,1.663
Mandeep Gangwal,0.6667,2.0,0.375,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Sudheer Nalla,0.5556,2.0,0.75,0.0,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Mahi Yamala,0.6667,1.0,0.0,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Avinash Swain,0.2222,1.0,0.75,0.75,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Hemlata Mehendale,0.2222,0.5,0.75,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Nashra Kanchapu,0.7778,1.5,0.0,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Chaitanya Shahid,0.4444,1.0,1.125,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.2349,1.7846
Vaishnavi Johari,0.3333,1.5,1.125,0.75,0.3333,1.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Naini Bhatia,0.2222,1.5,1.5,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Suryakant Wanve,0.3333,0.5,0.375,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Sidarth Chetan,0.4444,1.0,0.375,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.6888,1.663
Arun Madina,0.2222,1.5,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Dinesh Kanojia,0.2222,1.5,1.125,0.75,0.3333,1.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Anupriya Sahu,0.7778,1.0,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Hartesh Omkar,0.5556,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Medha Mathur,0.1111,1.0,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Hasni Behuria,0.1111,1.5,0.375,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Anjana Ritikesh,0.3333,1.0,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Deepak Heblikar,0.4444,1.5,1.125,1.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Indora Nandakumar,0.5556,1.5,0.375,0.0,0.3333,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Saanchi Kori,0.1111,1.5,1.125,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Gunta Patra,0.3333,1.0,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Mayukh Singam,0.1111,1.0,1.125,0.75,0.3333,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Laxmi Shahi,0.1111,1.5,1.125,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Geeta Gautam,0.3333,1.0,0.75,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Jahanvi Umar,0.4444,1.0,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Shivani Suman,0.4444,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Siddhi Bhriguvanshi,0.6667,0.5,0.375,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Kanika Chaturvedi,0.2222,0.5,0.75,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Divyanshi Vaishnavi,0.4444,0.5,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Sania Zope,0.2222,1.5,1.125,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Wasil Kulal,0.6667,1.5,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Neha Pandey,0.3333,0.5,0.375,0.5,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Jenamani Atri,0.6667,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Suraj Jhindal,0.4444,2.0,0.375,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Ajith Bhukya,0.2222,1.0,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Jahanvi Jagtap,0.6667,1.0,0.75,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Shalu Kaur,0.0,1.0,0.75,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Gitanshu Unnikrishnan,0.4444,1.0,0.375,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Jahnavi Tyagi,0.6667,1.0,0.75,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Eshma Jeykumaran,0.3333,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Yashaswi Gadge,0.4444,1.0,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Indora Sehgal,0.5556,0.5,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Anavi Bhal,0.4444,1.0,0.375,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Aswathy Bhattacharjee,0.4444,0.5,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Uttam Awasthi,0.6667,0.5,0.75,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Anitha Shukla,0.1111,1.0,1.125,0.75,0.0,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Shiv Maurya,0.2222,1.5,0.75,0.75,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Snehlata Sharma,0.2222,1.0,1.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Poonam Dhaulakhandi,0.5556,0.0,0.375,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Vamsi Malik,0.6667,1.0,0.75,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Sania Koppula,0.2222,1.0,0.75,0.5,0.6667,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Jahanvi Shenoy,0.4444,1.0,0.375,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Vikas Parul,0.2222,1.5,1.125,0.75,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Naini Veerepalli,0.3333,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Vigneshwaran Shah,0.4444,2.0,0.375,0.25,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Prasun Chhipa,0.2222,1.0,1.125,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Shailesh Shrivastav,0.2222,1.5,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Ana Das,0.1111,1.0,1.125,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Vigneshwaran Nigan,0.5556,1.5,0.0,0.25,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Devendra Ahamad,0.7778,1.0,0.0,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
